"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Os05g0138000",86.2973175546518,-0.867950664249525,0.460126847490576,-1.88632910464391,0.0592506195861374,0.158231120944139
"Os05g0138200",83.4044140052311,1.22884865335156,0.531577843343774,2.31170028762251,0.0207942055372608,0.0703410878799691
"Os05g0138300",59620.6003678991,1.74173711612918,0.1668684124975,10.4377880154836,1.66648544389823e-25,2.71413574430011e-23
"Os05g0139100",449.855199651376,0.0455703107253534,0.350375671359604,0.130061286928175,0.89651793845352,0.947648604800374
"Os05g0139200",225.140246845192,-0.190258238232518,0.305847225370851,-0.622069525076851,0.533896152733831,0.710814786139
"Os05g0139300",118.512053340287,-0.178131776126139,0.398929250266579,-0.44652473090681,0.655218252385694,0.803308524796745
"Os05g0140100",4098.67266570331,-0.737081898540497,0.177373130382513,-4.15554428650466,3.24514076295596e-05,0.00029372317783312
"Os05g0140300",74.935544204673,0.790539781949058,0.775031221873518,1.0200102391205,0.307723604725567,0.505891708202854
"Os05g0140500",3537.62656756524,0.0579260281555215,0.212141747114946,0.273053413311125,0.784812157116469,0.885592474924272
"Os05g0140600",624.151845559033,0.737341533510512,0.213859114035679,3.44779102277351,0.000565191152841929,0.00351669304399254
"Os05g0140800",32.8862591131053,7.07034048253583,1.58404194779321,4.46348058672676,8.06389076048638e-06,8.54030619399648e-05
"Os05g0141000",565.413132345903,-0.921369054855637,0.220057827666058,-4.18694060841967,2.82739772134555e-05,0.00025996486449962
"Os05g0141050",16.283702079386,-0.375736014377546,0.909056937644044,-0.41332506119069,0.679368470948261,0.818896694752834
"Os05g0141100",81.1297679644973,-1.08592434488442,0.430880710419883,-2.52024358163125,0.0117273648619832,0.0443303022167522
"Os05g0141200",395.430707501872,-1.02382122315935,0.258153614682299,-3.96593797231671,7.31078744256117e-05,0.000593168689522505
"Os05g0141400",676.408092517871,-0.473872479602001,0.257965107974738,-1.83696346890606,0.066215288493147,0.17196716049283
"Os05g0141500",3149.64825311422,0.0535715651209806,0.176860102635052,0.302903618864932,0.761963313385038,0.871469688934413
